LOBOVIZ Plot Page Station(s) L01SURF.TXT; Variable(s) NITRATE;WATERDEPTH[M];SALINITY;TEMPERATURE[°C];SENSORDEPTH;OXYGEN[µM];CDOM[MG/M3];CHLOROPHYLL[µG/L];TURBIDITY[NTU];PH_TOTAL_INSITUT;PH_TOTAL_20C;ALONGCHANNELVELOCITY[M/S];ACROSSCHANNELVELOCITY[M/S]
L01SURF.TXT
Date&TimeGMT, Days since 1/1/1900 00:00Z ,NITRATE[µM] ,WATERDEPTH[M] ,SALINITY ,TEMPERATURE[°C] ,SENSORDEPTH[M] ,OXYGEN[µM] ,CHLOROPHYLL[µG/L] ,TURBIDITY[NTU] ,CDOM[MG/M3] ,ALONGCHANNELVELOCITY[M/S] ,ACROSSCHANNELVELOCITY[M/S] ,PH_TOTAL_INSITUT ,PH_TOTAL_20C
01/01/2007 00:28, 39083.01983, 21.47, 7.94, 31.5648, 11.2281, -.6, 235.7, 2.49, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/01/2007 01:28, 39083.06149, 22.87, 8.19, 32.4804, 11.1543, -.6, 217.2, 1.95, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/01/2007 02:28, 39083.10316, 18.16, 8.52, 32.9876, 11.9049, -.6, 256.2, 2.61, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/01/2007 03:28, 39083.14483, 12.34, 8.77, 33.1646, 12.0487, -.6, 260.6, 2.36, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/01/2007 04:28, 39083.18649, 10.64, 8.99, 33.2065, 12.0303, -.6, 259.6, 2.63, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/01/2007 05:28, 39083.22816, 11.82, 9.07, 33.2525, 11.8343, -.6, 235, 2.6, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/01/2007 06:28, 39083.26983, 11.4, 9.03, 33.2476, 11.8078, -.6, 232.8, 1.41, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/01/2007 07:28, 39083.31149, 11.3, 8.94, 33.2067, 11.8539, -.6, 249.5, .66, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/01/2007 08:28, 39083.35316, 11.48, 8.85, 33.1566, 11.8054, -.6, 248.3, .63, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/01/2007 09:28, 39083.39483, 11.33, 8.82, 33.1576, 11.7958, -.6, 238.3, .68, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/01/2007 10:28, 39083.43649, 11.22, 8.89, 33.1628, 11.7834, -.6, 224.8, .62, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/01/2007 11:28, 39083.47816, 13.7, 9.03, 33.1142, 11.654, -.6, 216.9, .37, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/01/2007 12:28, 39083.51983, 11.28, 9.27, 33.233, 11.7505, -.6, 252.9, .58, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/01/2007 13:28, 39083.56149, 8.85, 9.52, 33.2699, 11.8068, -.6, 270, 1.73, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/01/2007 14:28, 39083.60316, 7.32, 9.73, 33.2822, 11.9136, -.6, 272, .8, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/01/2007 15:28, 39083.64483, 6.73, 9.9, 33.283, 12.0411, -.6, 268.1, .44, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/01/2007 16:28, 39083.68649, 7.25, 9.92, 33.2825, 12.005, -.6, 242.1, .49, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/01/2007 17:28, 39083.72816, 7.27, 9.77, 33.2795, 11.9274, -.6, 272.3, 1.38, 11.1, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/01/2007 18:28, 39083.76983, 7.69, 9.45, 33.2733, 11.847, -.6, 267.8, 1.39, 11.11, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/01/2007 19:28, 39083.81149, 9.01, 9.01, 33.2245, 11.4983, -.6, 260.9, 1.32, 13.23, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/01/2007 20:28, 39083.85316, 10.36, 8.51, 33.0262, 11.2048, -.6, 256.4, 1.49, 41.24, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/01/2007 21:28, 39083.89483, 11.43, 8.02, 32.7921, 10.9003, -.6, 262.8, 1.44, 14.68, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/01/2007 22:28, 39083.93649, 10.45, 7.62, 32.7277, 10.8923, -.6, 262.4, 1.4, 45.81, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/01/2007 23:28, 39083.97816, 10.15, 7.55, 32.6401, 10.8047, -.6, 261.3, 1.63, 19.64, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/02/2007 00:28, 39084.01983, 10.71, 7.65, 32.6754, 10.8939, -.6, 230.7, 1.65, 39.03, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/02/2007 01:28, 39084.06149, 55.2, 7.88, 31.9934, 11.1012, -.6, 233.8, 1.63, 16.9, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/02/2007 02:28, 39084.10316, 21.1, 8.2, 32.7619, 11.3951, -.6, 232.7, .64, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/02/2007 03:28, 39084.14483, 16.54, 8.54, 33.0995, 11.904, -.6, 235.9, 1.65, 48.44, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/02/2007 04:28, 39084.18649, 11.61, 8.83, 33.1999, 11.9529, -.6, 246.8, 1.81, 24.1, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/02/2007 05:28, 39084.22816, 10.17, 9.01, 33.246, 11.9226, -.6, 249.6, 1.68, 40.17, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/02/2007 06:28, 39084.26983, 11.99, 9.08, 33.294, 11.6884, -.6, 213.8, 1.61, 23.74, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/02/2007 07:28, 39084.31149, 12.66, 9.05, 33.2856, 11.6646, -.6, 218.8, 1.63, 15.14, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/02/2007 08:28, 39084.35316, 11.45, 8.94, 33.2398, 11.7723, -.6, 242.6, 1.54, 16.8, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/02/2007 09:28, 39084.39483, 10.8, 8.86, 33.2059, 11.754, -.6, 243.2, 1.63, 12.62, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/02/2007 10:28, 39084.43649, 11.01, 8.83, 33.2012, 11.7119, -.6, 228.8, 1.53, 24.41, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/02/2007 11:28, 39084.47816, 11.08, 8.9, 33.2109, 11.7201, -.6, 235.3, 1.48, 20.68, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/02/2007 12:28, 39084.51983, 15.56, 9.1, 33.1623, 11.5428, -.6, 227.1, .99, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/02/2007 13:28, 39084.56149, 11.38, 9.32, 33.2337, 11.6963, -.6, 264, 1.32, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/02/2007 14:28, 39084.60316, 8.31, 9.55, 33.2873, 11.8448, -.6, 263.4, 1.39, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/02/2007 15:28, 39084.64483, 9.56, 9.8, 33.2838, 11.864, -.6, 261, 1.75, 11.25, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/02/2007 16:28, 39084.68649, 9.12, 9.95, 33.285, 11.8883, -.6, 253.7, 1.64, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/02/2007 17:28, 39084.72816, 9.3, 9.93, 33.2807, 11.8761, -.6, 247.2, .56, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/02/2007 18:28, 39084.76983, 8.89, 9.71, 33.2832, 11.8152, -.6, 263.2, 1.48, 31.91, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/02/2007 19:28, 39084.81149, 9.24, 9.34, 33.277, 11.7386, -.6, 265.3, 1.35, 26.12, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/02/2007 20:28, 39084.85316, 10.25, 8.85, 33.2235, 11.5495, -.6, 267.4, 1.28, 24.5, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/02/2007 21:28, 39084.89483, 10.13, 8.34, 33.0586, 11.3535, -.6, 267.6, 1.28, 27.31, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/02/2007 22:28, 39084.93649, 9.75, 7.85, 32.8641, 11.1487, -.6, 281.3, 1.39, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/02/2007 23:28, 39084.97816, 10.07, 7.57, 32.8063, 11.1218, -.6, 283.6, 1.63, 76.78, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/03/2007 00:28, 39085.01983, 10.08, 7.52, 32.8746, 11.2363, -.6, 251.6, 1.35, 54.48, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/03/2007 01:28, 39085.06149, 9.79, 7.65, 32.7892, 11.0844, -.6, 252.2, 1.63, 34.74, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/03/2007 02:28, 39085.10316, 11.1, 7.93, 32.8599, 11.1899, -.6, 244.8, 1.51, 44.41, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/03/2007 03:28, 39085.14483, 14.91, 8.3, 33.0684, 12.1482, -.6, 230.8, 1.51, 43.95, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/03/2007 04:28, 39085.18649, 15.15, 8.65, 33.2469, 12.1422, -.6, 234.8, 1.5, 41.79, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/03/2007 05:28, 39085.22816, 13.08, 8.93, 33.2686, 11.9568, -.6, 234.5, 1.63, 54.28, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/03/2007 06:28, 39085.26983, 12.98, 9.09, 33.2904, 11.8734, -.6, 222.6, 1.59, 53.93, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/03/2007 07:28, 39085.31149, 12.75, 9.16, 33.327, 11.8093, -.6, 210, 1.34, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/03/2007 08:28, 39085.35316, 13.17, 9.12, 33.3155, 11.8212, -.6, 221.9, 1.52, 57.38, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/03/2007 09:28, 39085.39483, 12.79, 8.99, 33.2913, 11.8773, -.6, 226.6, 1.41, 51.61, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/03/2007 10:28, 39085.43649, 12.78, 8.89, 33.2757, 11.8795, -.6, 224.7, 1.41, 55.29, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/03/2007 11:28, 39085.47816, 12.98, 8.87, 33.2652, 11.844, -.6, 209.2, 1.42, 44.26, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/03/2007 12:28, 39085.51983, 12.86, 8.97, 33.2812, 11.8211, -.6, 212.1, 1.39, 47.63, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/03/2007 13:28, 39085.56149, 14.52, 9.16, 33.2483, 11.7653, -.6, 211.3, 1.44, 44.35, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/03/2007 14:28, 39085.60316, 11.88, 9.38, 33.2866, 11.6774, -.6, 245.8, 1.63, 42.48, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/03/2007 15:28, 39085.64483, 11.22, 9.63, 33.2692, 11.6437, -.6, 245, 2.21, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/03/2007 16:28, 39085.68649, 11.07, 9.85, 33.2823, 11.7526, -.6, 247.5, 1.03, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/03/2007 17:28, 39085.72816, 11.36, 9.97, 33.2917, 11.8004, -.6, 244.5, 2.27, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/03/2007 18:28, 39085.76983, 20.95, 9.87, 26.8448, 11.8132, -.6, 280.5, 1.37, 6.85, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/03/2007 19:28, 39085.81149, 10.87, 9.61, 33.2831, 11.8287, -.6, 264.5, 1.32, 8.8, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/03/2007 20:28, 39085.85316, 10.74, 9.2, 33.2838, 11.9147, -.6, 267.3, 1.28, 10.75, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/03/2007 21:28, 39085.89483, 10.82, 8.72, 33.2407, 12.0612, -.6, 267.1, 1.27, 13.72, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/03/2007 22:28, 39085.93649, 9.84, 8.22, 33.0888, 11.9792, -.6, 277.8, 1.44, 14.93, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/03/2007 23:28, 39085.97816, 8.91, 7.75, 32.9429, 11.8796, -.6, 301, 1.63, 12.88, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/04/2007 00:28, 39086.01983, 8.97, 7.55, 32.9162, 11.8658, -.6, 300.4, 1.66, 12.57, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/04/2007 01:28, 39086.06149, 9.3, 7.55, 32.9201, 11.8765, -.6, 298.1, 1.84, 9.81, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/04/2007 02:28, 39086.10316, 9.16, 7.72, 32.9559, 11.9126, -.6, 289.3, 1.85, 10.07, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/04/2007 03:28, 39086.14483, 19.76, 8.05, 32.8782, 12.1138, -.6, 267.2, 1.72, 10.01, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/04/2007 04:28, 39086.18649, 18.69, 8.41, 33.1784, 12.4559, -.6, 255.4, 1.84, 8.8, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/04/2007 05:28, 39086.22816, 12.4, 8.75, 33.288, 12.0635, -.6, 256.9, 1.88, 7.74, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/04/2007 06:28, 39086.26983, 13.07, 9, 33.3525, 11.8941, -.6, 239.9, 1.75, 7.68, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/04/2007 07:28, 39086.31149, 14.24, 9.13, 33.4105, 11.6329, -.6, 221.4, 1.6, 6.69, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/04/2007 08:28, 39086.35316, 15.34, 9.16, 33.4251, 11.5528, -.6, 210.6, 1.48, 7.12, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/04/2007 09:28, 39086.39483, 14.1, 9.06, 33.3994, 11.7115, -.6, 220.5, 1.54, 7.28, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/04/2007 10:28, 39086.43649, 13.58, 8.97, 33.3407, 11.863, -.6, 232.2, 1.66, 7.68, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/04/2007 11:28, 39086.47816, 13.34, 8.85, 33.3087, 11.9487, -.6, 234.5, 1.63, 7.94, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/04/2007 12:28, 39086.51983, 12.86, 8.89, 33.2665, 11.9463, -.6, 232.6, 1.63, 7.74, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/04/2007 13:28, 39086.56149, 13.73, 8.99, 33.3201, 11.8484, -.6, 223.1, 1.56, 7.79, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/04/2007 14:28, 39086.60316, 14.95, 9.17, 33.3617, 11.6363, -.6, 241.7, 1.61, 7.64, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/04/2007 15:28, 39086.64483, 11.2, 9.41, 33.2167, 11.7947, -.6, 268.5, 2.04, 7.48, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/04/2007 16:28, 39086.68649, 10.39, 9.65, 33.2509, 11.8657, -.6, 270.7, 2.01, 7.84, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/04/2007 17:28, 39086.72816, 10.18, 9.84, 33.2719, 11.9032, -.6, 271.4, 2.08, 7.48, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/04/2007 18:28, 39086.76983, 10.51, 9.9, 33.2782, 11.9059, -.6, 272.5, 2.31, 7.43, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/04/2007 19:28, 39086.81149, 10.83, 9.77, 33.2572, 11.8983, -.6, 269, 1.78, 7.84, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/04/2007 20:28, 39086.85316, 10.46, 9.45, 33.195, 11.8788, -.6, 267.5, 1.58, 9.51, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/04/2007 21:28, 39086.89483, 11.39, 9.02, 33.1261, 11.8578, -.6, 263.1, 1.54, 11.71, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/04/2007 22:28, 39086.93649, 11.57, 8.56, 33.0289, 11.9555, -.6, 258.8, 1.38, 13.51, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/04/2007 23:28, 39086.97816, 10.12, 8.09, 32.8627, 12.024, -.6, 272, 1.63, 13.66, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/05/2007 00:28, 39087.01983, 9.56, 7.71, 32.7441, 12.009, -.6, 284.5, 1.84, 12.57, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/05/2007 01:28, 39087.06149, 9.22, 7.59, 32.7427, 11.9688, -.6, 283.1, 2.01, 11.81, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/05/2007 02:28, 39087.10316, 9.44, 7.69, 32.7634, 11.828, -.6, 274.1, 1.94, 13.08, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/05/2007 03:28, 39087.14483, 9.7, 7.9, 32.7928, 11.8154, -.6, 269.4, 1.89, 11.61, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/05/2007 04:28, 39087.18649, 11.73, 8.2, 32.9213, 11.8766, -.6, 262.6, 1.78, 10.84, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/05/2007 05:28, 39087.22816, 12.45, 8.56, 33.2196, 12.2982, -.6, 275.5, 2.16, 8.95, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/05/2007 06:28, 39087.26983, 10.97, 8.85, 33.2041, 12.0359, -.6, 279.4, 2.27, 8.49, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/05/2007 07:28, 39087.31149, 11.01, 9.06, 33.1948, 11.8169, -.6, 281.8, 2.37, 9, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/05/2007 08:28, 39087.35316, 11.51, 9.13, 33.2522, 11.6722, -.6, 269.5, 2.3, 8.19, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/05/2007 09:28, 39087.39483, 11.41, 9.1, 33.2342, 11.6122, -.6, 272.5, 2.23, 8.84, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/05/2007 10:28, 39087.43649, 11.18, 9.01, 33.2056, 11.5808, -.6, 275.5, 2.15, 8.64, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/05/2007 11:28, 39087.47816, 11.18, 8.89, 33.1909, 11.6552, -.6, 271.5, 1.91, 8.49, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/05/2007 12:28, 39087.51983, 11.46, 8.76, 33.1842, 11.6105, -.6, 265.7, 1.76, 8.75, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/05/2007 13:28, 39087.56149, 11.47, 8.78, 33.1863, 11.5564, -.6, 261.3, 1.79, 8.81, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/05/2007 14:28, 39087.60316, 11.2, 8.91, 33.1958, 11.4117, -.6, 256.8, 1.89, 8.6, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/05/2007 15:28, 39087.64483, 12.76, 9.11, 33.1826, 11.3914, -.6, 263, 1.82, 9.41, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/05/2007 16:28, 39087.68649, 11.44, 9.35, 33.2652, 11.6971, -.6, 284.1, 2.13, 9.91, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/05/2007 17:28, 39087.72816, 10.62, 9.56, 33.2864, 11.5073, -.6, 280.5, 1.97, 11.06, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/05/2007 18:28, 39087.76983, 11.18, 9.7, 33.3209, 11.5638, -.6, 270.6, 1.81, 10.64, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/05/2007 19:28, 39087.81149, 12.03, 9.69, 33.2965, 11.6617, -.6, 272.4, 1.75, 11.26, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/05/2007 20:28, 39087.85316, 11.2, 9.51, 33.3121, 11.6923, -.6, 274.5, 1.63, 9.87, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/05/2007 21:28, 39087.89483, 11.62, 9.17, 33.2799, 11.7962, -.6, 283.4, 1.47, 11.52, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/05/2007 22:28, 39087.93649, 10.69, 8.74, 33.2355, 11.6785, -.6, 293.9, 1.34, 12.93, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/05/2007 23:28, 39087.97816, 8.94, 8.3, 33.0733, 11.3254, -.6, 303.7, 1.45, 12.37, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/06/2007 00:28, 39088.01983, 8.71, 7.91, 32.9814, 11.1284, -.6, 317.9, 1.68, 11.46, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/06/2007 01:28, 39088.06149, 8.05, 7.68, 32.9309, 10.9801, -.6, 317.8, 1.94, 12.22, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/06/2007 02:28, 39088.10316, 8.43, 7.65, 32.9056, 10.8983, -.6, 311.4, 1.95, 10.12, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/06/2007 03:28, 39088.14483, 42.31, 7.73, 28.7823, 10.7154, -.6, 289, 2.23, 19.34, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/06/2007 04:28, 39088.18649, 42.61, 8.01, 29.7558, 10.6475, -.6, 279.3, 2.29, 17.5, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/06/2007 05:28, 39088.22816, 47.62, 8.35, 30.504, 10.9972, -.6, 269.6, 2.2, 15.2, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/06/2007 06:28, 39088.26983, 24.15, 8.66, 32.8108, 11.3678, -.6, 265.1, 1.99, 11.35, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/06/2007 07:28, 39088.31149, 22.58, 8.93, 32.8842, 11.2744, -.6, 267.1, 1.99, 12.52, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/06/2007 08:28, 39088.35316, 20.54, 9.08, 33.0708, 11.0557, -.6, 254.9, 1.94, 12.02, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/06/2007 09:28, 39088.39483, 20.18, 9.1, 33.0795, 11.0736, -.6, 253, 1.97, 10.79, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/06/2007 10:28, 39088.43649, 18.39, 9.02, 33.1507, 11.0812, -.6, 253.2, 1.82, 10.45, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/06/2007 11:28, 39088.47816, 20.51, 8.87, 32.9847, 11.0653, -.6, 259.6, 1.84, 10.12, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/06/2007 12:28, 39088.51983, 21.08, 8.75, 32.9347, 11.0353, -.6, 255.4, 1.75, 10.39, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/06/2007 13:28, 39088.56149, 21.65, 8.71, 32.9044, 11.0188, -.6, 250.7, 1.72, 9.41, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/06/2007 14:28, 39088.60316, 20.9, 8.75, 32.9432, 11.0808, -.6, 249.3, 1.71, 9.96, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/06/2007 15:28, 39088.64483, 36.78, 8.88, 32.0896, 10.3948, -.6, 245.3, 1.88, 10.01, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/06/2007 16:28, 39088.68649, 23.17, 9.09, 33.019, 11.068, -.6, 257.8, 1.73, 10.74, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
