LOBOVIZ Plot Page Station(s) L01SURF.TXT; Variable(s) NITRATE;WATERDEPTH[M];SALINITY;TEMPERATURE[°C];SENSORDEPTH;OXYGEN[µM];CDOM[MG/M3];CHLOROPHYLL[µG/L];TURBIDITY[NTU];PH_TOTAL_INSITUT;PH_TOTAL_20C;ALONGCHANNELVELOCITY[M/S];ACROSSCHANNELVELOCITY[M/S]
L01SURF.TXT
Date&TimeGMT, Days since 1/1/1900 00:00Z ,NITRATE[µM] ,WATERDEPTH[M] ,SALINITY ,TEMPERATURE[°C] ,SENSORDEPTH[M] ,OXYGEN[µM] ,CHLOROPHYLL[µG/L] ,TURBIDITY[NTU] ,CDOM[MG/M3] ,ALONGCHANNELVELOCITY[M/S] ,ACROSSCHANNELVELOCITY[M/S] ,PH_TOTAL_INSITUT ,PH_TOTAL_20C
01/20/2007 03:28, 39102.14483, 25.46, 7.97, 33.1014, 10.0515, -.6, 266.8, 2.18, 11.06, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/20/2007 04:28, 39102.18649, 22.77, 8.32, 33.3471, 11.1079, -.6, 255.9, 1.89, 18.88, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/20/2007 05:28, 39102.22816, 20.41, 8.67, 33.4275, 11.0054, -.6, 229.3, 1.76, 10.01, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/20/2007 06:28, 39102.26983, 17.18, 8.95, 33.5124, 10.9692, -.6, 243.2, 1.85, 16.17, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/20/2007 07:28, 39102.31149, 16.66, 9.09, 33.5228, 10.9731, -.6, 234.6, 1.85, 6.69, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/20/2007 08:28, 39102.35316, 16.67, 9.1, 33.527, 10.9856, -.6, 232.5, 1.95, 7.78, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/20/2007 09:28, 39102.39483, 15.84, 8.99, 33.5328, 10.9014, -.6, 245.2, 1.74, 7.03, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/20/2007 10:28, 39102.43649, 16.52, 8.81, 33.5099, 10.8384, -.6, 242.8, 1.7, 7.53, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/20/2007 11:28, 39102.47816, 17.53, 8.69, 33.4762, 10.724, -.6, 241.1, 1.57, 7.58, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/20/2007 12:28, 39102.51983, 18.41, 8.65, 33.4693, 10.6917, -.6, 239.2, 1.55, 9.11, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/20/2007 13:28, 39102.56149, 17.82, 8.74, 33.4804, 10.6989, -.6, 233, 1.56, 7.68, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/20/2007 14:28, 39102.60316, 20.85, 8.92, 33.3926, 10.7435, -.6, 229.8, 1.66, 7.38, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/20/2007 15:28, 39102.64483, 17.92, 9.16, 33.5258, 10.842, -.6, 243.7, 1.53, 7.17, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/20/2007 16:28, 39102.68649, 15.97, 9.45, 33.5334, 10.7862, -.6, 253, 1.66, 7.43, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/20/2007 17:28, 39102.72816, 15.76, 9.66, 33.5101, 10.8022, -.6, 261.5, 1.68, 7.18, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/20/2007 18:28, 39102.76983, 15.06, 9.8, 33.519, 10.8588, -.6, 261.1, 1.63, 6.54, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/20/2007 19:28, 39102.81149, 15.34, 9.75, 33.5136, 10.8996, -.6, 251.7, 1.47, 7.07, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/20/2007 20:28, 39102.85316, 15.19, 9.5, 33.5171, 10.8734, -.6, 265.8, 1.47, 8.19, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/20/2007 21:28, 39102.89483, 16.27, 9.11, 33.5267, 10.9627, -.6, 270.9, 1.31, 10.01, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/20/2007 22:28, 39102.93649, 16.01, 8.65, 33.4794, 11.0042, -.6, 279.2, 1.47, 17.2, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/20/2007 23:28, 39102.97816, 14.83, 8.16, 33.4022, 10.6524, -.6, 301.9, 1.85, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/21/2007 00:28, 39103.01983, 13.11, 7.72, 33.357, 10.3994, -.6, 325.1, 4.83, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/21/2007 01:28, 39103.06149, 13.31, 7.54, 33.3518, 10.3677, -.6, 320, 2.07, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/21/2007 02:28, 39103.10316, 13.78, 7.59, 33.3496, 10.3302, -.6, 317.6, 4.3, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/21/2007 03:28, 39103.14483, 41.08, 7.83, 32.8209, 10.4265, -.6, 285.5, 3.89, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/21/2007 04:28, 39103.18649, 22.59, 8.15, 33.2426, 10.5822, -.6, 273.7, 2.6, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/21/2007 05:28, 39103.22816, 21.02, 8.53, 33.4198, 10.9355, -.6, 247.7, 1.27, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/21/2007 06:28, 39103.26983, 17.55, 8.86, 33.4924, 10.9013, -.6, 234, 2.33, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/21/2007 07:28, 39103.31149, 16.72, 9.09, 33.5324, 10.8986, -.6, 236.8, 3.06, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/21/2007 08:28, 39103.35316, 17.02, 9.19, 33.5195, 10.8917, -.6, 234.9, 3.23, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/21/2007 09:28, 39103.39483, 16.57, 9.11, 33.5218, 10.8503, -.6, 231.1, 3.2, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/21/2007 10:28, 39103.43649, 16.44, 8.96, 33.5248, 10.794, -.6, 231.8, 2.77, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/21/2007 11:28, 39103.47816, 16.48, 8.77, 33.5029, 10.6479, -.6, 237.2, 2.86, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/21/2007 12:28, 39103.51983, 16.89, 8.64, 33.4728, 10.5351, -.6, 238.7, 3.26, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/21/2007 13:28, 39103.56149, 17.49, 8.58, 33.4615, 10.4621, -.6, 227.1, 3.47, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/21/2007 14:28, 39103.60316, 17.54, 8.66, 33.4727, 10.4898, -.6, 219, 2.75, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/21/2007 15:28, 39103.64483, 22.56, 8.86, 33.37, 10.5693, -.6, 226.2, 3.01, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/21/2007 16:28, 39103.68649, 17.68, 9.15, 33.5354, 10.8833, -.6, 239.5, 2.96, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/21/2007 17:28, 39103.72816, 15.98, 9.41, 33.5859, 10.8105, -.6, 238.9, 3.39, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/21/2007 18:28, 39103.76983, 14.89, 9.6, 33.5426, 10.825, -.6, 265.9, 2.85, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/21/2007 19:28, 39103.81149, 14.69, 9.69, 33.5356, 10.9222, -.6, 272.8, 2.72, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/21/2007 20:28, 39103.85316, 15.83, 9.61, 33.5353, 10.9796, -.6, 272.8, 3.07, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/21/2007 21:28, 39103.89483, 15, 9.33, 33.5472, 11.0625, -.6, 267.5, 1.37, 9.11, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/21/2007 22:28, 39103.93649, 15.91, 8.93, 33.5575, 11.3396, -.6, 264.8, 1.78, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/21/2007 23:28, 39103.97816, 15.83, 8.49, 33.4726, 11.1878, -.6, 289.9, 1.38, 11.41, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/22/2007 00:28, 39104.01983, 13.64, 8.04, 33.431, 10.9243, -.6, 316.9, 1.75, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/22/2007 01:28, 39104.06149, 11.65, 7.7, 33.4133, 10.7728, -.6, 322.8, 3.07, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/22/2007 02:28, 39104.10316, 12.36, 7.67, 33.3881, 10.6466, -.6, 327, 2.9, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/22/2007 03:28, 39104.14483, 12.73, 7.77, 33.3964, 10.6542, -.6, 318.3, 3, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/22/2007 04:28, 39104.18649, 52.17, 8.03, 32.7885, 10.4714, -.6, 276.4, 2.87, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/22/2007 05:28, 39104.22816, 21.09, 8.4, 33.4235, 11.1313, -.6, 262.3, 2.73, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/22/2007 06:28, 39104.26983, 15.29, 8.76, 33.537, 10.9729, -.6, 247.1, 3.04, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/22/2007 07:28, 39104.31149, 15.14, 9.06, 33.5649, 11.0267, -.6, 242.2, 2.86, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/22/2007 08:28, 39104.35316, 14.66, 9.25, 33.5614, 10.9785, -.6, 239.4, 1.95, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/22/2007 09:28, 39104.39483, 15.83, 9.3, 33.5606, 10.9943, -.6, 232.1, 2.9, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/22/2007 10:28, 39104.43649, 14.74, 9.17, 33.5635, 10.9632, -.6, 246.2, 1.91, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/22/2007 11:28, 39104.47816, 15.63, 8.96, 33.5645, 10.8351, -.6, 244.9, .8, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/22/2007 12:28, 39104.51983, 15.56, 8.75, 33.542, 10.6368, -.6, 242.5, 1.92, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/22/2007 13:28, 39104.56149, 15.51, 8.58, 33.4995, 10.3431, -.6, 246.2, 2.97, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/22/2007 14:28, 39104.60316, 16.5, 8.56, 33.4743, 10.1623, -.6, 244, 3.09, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/22/2007 15:28, 39104.64483, 15.92, 8.62, 33.5006, 10.1747, -.6, 234.4, 1.63, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/22/2007 16:28, 39104.68649, 17.54, 8.83, 33.4855, 10.4682, -.6, 231.4, 2.8, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/22/2007 17:28, 39104.72816, 17.22, 9.08, 33.5718, 10.9322, -.6, 239.1, 2.88, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/22/2007 18:28, 39104.76983, 13.88, 9.31, 33.5784, 10.8631, -.6, 264.4, 2.94, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/22/2007 19:28, 39104.81149, 10.77, 9.46, 33.5812, 10.9933, -.6, 274.5, 1.95, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/22/2007 20:28, 39104.85316, 15.06, 9.54, 33.5734, 11.0653, -.6, 280.6, 2.36, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/22/2007 21:28, 39104.89483, 11.15, 9.42, 33.5762, 11.1428, -.6, 275.1, 2.74, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/22/2007 22:28, 39104.93649, 13.39, 9.14, 33.5804, 11.2125, -.6, 271.4, 1.78, 38.02, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/22/2007 23:28, 39104.97816, 16.47, 8.8, 33.5546, 11.3279, -.6, 268, 1.4, 9.05, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/23/2007 00:28, 39105.01983, 14.58, 8.4, 33.5048, 11.0906, -.6, 295.4, 1.75, 68.51, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/23/2007 01:28, 39105.06149, 12.81, 8.05, 33.452, 10.7874, -.6, 324.1, 3.03, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/23/2007 02:28, 39105.10316, 11.53, 7.85, 33.4336, 10.671, -.6, 337.7, 2.9, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/23/2007 03:28, 39105.14483, 12.54, 7.87, 33.4393, 10.7337, -.6, 330.4, 3.06, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/23/2007 04:28, 39105.18649, 12.65, 8.04, 33.4615, 10.7278, -.6, 311.1, 2.98, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/23/2007 05:28, 39105.22816, 19.98, 8.33, 33.3969, 11.131, -.6, 277.9, 2.9, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/23/2007 06:28, 39105.26983, 18.25, 8.68, 33.5389, 11.6869, -.6, 244.5, 2.68, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/23/2007 07:28, 39105.31149, 15.85, 9.01, 33.5526, 11.0778, -.6, 244, 2.84, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/23/2007 08:28, 39105.35316, 14.69, 9.27, 33.5787, 10.9413, -.6, 241.7, 3.17, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/23/2007 09:28, 39105.39483, 15.09, 9.41, 33.5627, 10.8976, -.6, 242.4, 2.33, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/23/2007 10:28, 39105.43649, 15.85, 9.39, 33.5649, 11.0552, -.6, 238.2, 1.85, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/23/2007 11:28, 39105.47816, 15.34, 9.24, 33.5751, 10.9842, -.6, 242.5, 2.04, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/23/2007 12:28, 39105.51983, 15.79, 8.99, 33.5688, 10.9256, -.6, 241.1, 1.34, 9.81, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/23/2007 13:28, 39105.56149, 16.15, 8.76, 33.5496, 10.7506, -.6, 241.3, 1.53, 13.72, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/23/2007 14:28, 39105.60316, 15.33, 8.57, 33.5179, 10.4523, -.6, 249, 1.18, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/23/2007 15:28, 39105.64483, 15.46, 8.49, 33.5237, 10.3358, -.6, 246.5, 2.94, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/23/2007 16:28, 39105.68649, 15.45, 8.56, 33.5172, 10.3205, -.6, 245.4, 2.98, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/23/2007 17:28, 39105.72816, 17.65, 8.73, 33.5095, 10.4395, -.6, 243.6, 2.81, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/23/2007 18:28, 39105.76983, 15.21, 8.93, 33.5689, 11.4019, -.6, 259.2, 1.97, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/23/2007 19:28, 39105.81149, 17.4, 9.12, 33.5816, 11.0806, -.6, 265.5, 2.6, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/23/2007 20:28, 39105.85316, 17.06, 9.25, 33.5865, 11.0448, -.6, 266.4, 2.78, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/23/2007 21:28, 39105.89483, 15.99, 9.29, 33.5831, 11.0797, -.6, 269.8, 2.53, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/23/2007 22:28, 39105.93649, 16.97, 9.18, 33.5843, 11.1819, -.6, 264.6, 2.5, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/23/2007 23:28, 39105.97816, 13.04, 8.96, 33.5737, 11.4506, -.6, 261.5, .62, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/24/2007 00:28, 39106.01983, 16.91, 8.68, 33.5238, 11.3676, -.6, 257.4, 1.34, 9.86, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/24/2007 01:28, 39106.06149, 14.11, 8.37, 33.4977, 11.2884, -.6, 294.8, 2.63, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/24/2007 02:28, 39106.10316, 12.83, 8.12, 33.5145, 11.2185, -.6, 293.7, 4.11, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/24/2007 03:28, 39106.14483, 12.81, 8.04, 33.482, 10.9968, -.6, 315.9, 3.89, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/24/2007 04:28, 39106.18649, 13.88, 8.1, 33.4968, 11.097, -.6, 299.2, 2.94, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/24/2007 05:28, 39106.22816, 13.7, 8.3, 33.4966, 11.1122, -.6, 291.5, 3.85, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/24/2007 06:28, 39106.26983, 16.74, 8.58, 33.537, 11.6325, -.6, 254.7, 3.31, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/24/2007 07:28, 39106.31149, 15.11, 8.92, 33.5809, 10.9503, -.6, 245.6, 3.01, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/24/2007 08:28, 39106.35316, 15.18, 9.2, 33.5996, 10.9055, -.6, 238.3, 3.41, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/24/2007 09:28, 39106.39483, 14.68, 9.41, 33.5983, 10.9217, -.6, 239.6, 3.66, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/24/2007 10:28, 39106.43649, 15.09, 9.52, 33.5929, 10.876, -.6, 236.1, 3.13, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/24/2007 11:28, 39106.47816, 15.41, 9.47, 33.5962, 10.8761, -.6, 233.6, 4.01, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/24/2007 12:28, 39106.51983, 15.63, 9.28, 33.5998, 10.7929, -.6, 235, 3.04, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/24/2007 13:28, 39106.56149, 15.34, 9.02, 33.5963, 10.6976, -.6, 233.1, 2.24, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/24/2007 14:28, 39106.60316, 14.89, 8.76, 33.5787, 10.4469, -.6, 236.4, 1.51, 19.19, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/24/2007 15:28, 39106.64483, 13.52, 8.54, 33.5487, 10.2392, -.6, 245.1, 9.21, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/24/2007 16:28, 39106.68649, 12.43, 8.42, 33.5381, 10.1155, -.6, 249.6, 10.72, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/24/2007 17:28, 39106.72816, 14.57, 8.44, 33.5482, 10.1831, -.6, 247.7, 14.05, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/24/2007 18:28, 39106.76983, 14.62, 8.57, 33.5432, 10.2536, -.6, 256.2, 1.65, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/24/2007 19:28, 39106.81149, 19.03, 8.71, 33.4707, 10.8119, -.6, 251.5, 1.28, 7.58, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/24/2007 20:28, 39106.85316, 13.91, 8.88, 33.5799, 11.4084, -.6, 251.3, 1.15, 6.34, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/24/2007 21:28, 39106.89483, 17.43, 9, 33.5905, 11.3201, -.6, 253.5, 1.18, 6.34, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/24/2007 22:28, 39106.93649, 13.74, 9.04, 33.5852, 11.2241, -.6, 257.4, 1.19, 6.28, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/24/2007 23:28, 39106.97816, 14.97, 9, 33.589, 11.3832, -.6, 256.4, 1.27, 6.34, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/25/2007 00:28, 39107.01983, 16.21, 8.84, 33.5718, 11.4521, -.6, 246.7, 1.31, 7.23, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/25/2007 01:28, 39107.06149, 16.29, 8.62, 33.5405, 11.0456, -.6, 252.3, 1.41, 8.2, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/25/2007 02:28, 39107.10316, 13.81, 8.43, 33.5373, 10.8389, -.6, 263.8, 1.63, 8.8, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/25/2007 03:28, 39107.14483, 11.76, 8.28, 33.5252, 10.744, -.6, 275.3, 1.82, 8.6, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/25/2007 04:28, 39107.18649, 12.84, 8.26, 33.5216, 10.7593, -.6, 272.3, 1.95, 8.84, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/25/2007 05:28, 39107.22816, 12.65, 8.35, 33.527, 10.7452, -.6, 266.5, 1.84, 8.5, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/25/2007 06:28, 39107.26983, 18.35, 8.57, 33.496, 10.9152, -.6, 241.8, 1.53, 8.44, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/25/2007 07:28, 39107.31149, 16.56, 8.85, 33.5628, 11.5923, -.6, 248.2, 1.37, 6.49, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/25/2007 08:28, 39107.35316, 14.17, 9.12, 33.584, 11.1844, -.6, 256.8, 1.32, 6.65, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/25/2007 09:28, 39107.39483, 14.41, 9.37, 33.5734, 10.9922, -.6, 265.8, 1.35, 6.85, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/25/2007 10:28, 39107.43649, 14.01, 9.53, 33.5739, 10.954, -.6, 264.1, 1.34, 6.54, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/25/2007 11:28, 39107.47816, 13.62, 9.6, 33.5717, 10.9726, -.6, 261.8, 1.38, 6.39, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/25/2007 12:28, 39107.51983, 14.27, 9.5, 33.5722, 11.028, -.6, 262, 1.31, 7.02, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/25/2007 13:28, 39107.56149, 14.94, 9.28, 33.5731, 10.9821, -.6, 260.7, 1.29, 7.74, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/25/2007 14:28, 39107.60316, 14.5, 9, 33.5817, 10.984, -.6, 251.4, 1.29, 8.7, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/25/2007 15:28, 39107.64483, 13.63, 8.71, 33.5694, 10.7797, -.6, 239.7, 1.4, 9.11, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/25/2007 16:28, 39107.68649, 12.25, 8.46, 33.5517, 10.4846, -.6, 243.6, 1.85, 8.75, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
01/25/2007 17:28, 39107.72816, 11.27, 8.33, 33.5468, 10.3721, -.6, 249.2, 1.98, 8.44, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308, 1.79E+308
